,238U/206Pb,238U/206Pb 2SE(int),238U/206Pb 2SE(prop),206Pb/238U,206Pb/238U 2SE(int),206Pb/238U 2SE(prop),207Pb/235U,207Pb/235U 2SE(int),207Pb/235U 2SE(prop),207Pb/206Pb,207Pb/206Pb 2SE(int),207Pb/206Pb 2SE(prop),Err Corr 7/6 v 8/6,Err  Corr 6/8 v 7/5
JK23_20,0.528949282,0.126590541,0.065700917,3.02862972,0.255682448,0.435374966,315.8974287,31.23452762,48.44247844,0.778664693,0.057935741,0.053588856,0.01927828,0.805930143
JK23_21,4.980213014,0.402836776,0.328899948,0.223390429,0.01564886,0.015676327,12.97462611,1.360392561,0.964730932,0.451956665,0.042413099,0.029045393,0.365990891,0.569515377
JK23_22,8.696007108,0.090787385,0.364990879,0.117145825,0.385875281,0.004714079,3.904499934,37.62016815,0.209549569,0.248545052,0.041219768,0.01160283,0.430115023,0.141174051
JK23_23,0.495552309,0.114909727,0.031069865,2.143846663,0.092856886,0.12726568,229.5700761,9.039314623,14.59407675,0.79800749,0.042403358,0.033203253,0.393109031,0.747561489
JK23_24,3.900455683,0.342437282,0.209003109,0.26436771,0.01170639,0.013820654,14.97973978,0.923469093,1.052773253,0.425828839,0.033761401,0.02271837,0.293330117,0.635238898
JK23_25,1.691910377,0.600442101,0.120079098,0.642796189,0.007306234,0.043630424,62.99658347,0.310494259,4.606829154,0.749142262,0.021844253,0.048494395,0.577810846,0.625587128
JK23_26,1.938255675,0.063970508,0.260808266,0.700949412,0.4239082,0.069587078,67.55815111,47.3599152,7.263415683,0.696679977,0.053554601,0.060949512,0.047962072,0.728355374
JK23_27,0.303025416,0.290839447,0.034964186,4.931359765,0.013862253,0.594319803,539.0772081,0.869360188,65.56688189,0.81917157,0.0290241,0.034509247,0.204195446,0.934780161
JK23_28,2.492098517,0.21196556,0.209280951,0.465678122,0.002737664,0.036181568,37.36599912,0.167539291,3.099560939,0.611148339,0.011586704,0.033786904,0.234770987,0.711908567
JK23_29,2.90376566,0.025908222,0.187270031,0.371387576,0.106123004,0.021919571,30.75136708,12.57889804,2.1070331,0.623854171,0.033145154,0.033461246,0.335723104,0.590037657
JK23_30,4.236840834,0.16293574,0.415387003,0.250902793,0.010774378,0.024598213,17.38572403,0.935596493,2.852554767,0.514909079,0.022694199,0.071445265,0.084272071,0.602178734
JK23_31,6.584227799,0.105167052,0.299043683,0.156436861,0.038212171,0.007687173,5.824852308,4.135276738,0.404102676,0.274274171,0.048459356,0.013880673,0.012487403,0.568621973
JK23_32,0.544924183,0.246197822,0.058630603,2.464553856,0.065688819,0.29675121,249.4659664,6.92950094,33.30546924,0.77001439,0.060925406,0.052327825,0.10499063,0.760136672
JK23_33,0.978388418,0.033648403,0.077802797,1.19029006,0.571954182,0.09395809,117.8639789,63.22480444,10.18383091,0.741159721,0.034450344,0.037537102,0.170698714,0.712925279
JK23_34,0.580469482,0.189770532,0.025111544,1.769433972,0.032808506,0.079539589,173.3026611,2.856214712,8.003853695,0.726189494,0.03375343,0.016288235,0.267251225,0.74620795
JK23_35,4.386019924,0.155755635,0.522625366,0.27521791,0.018230876,0.029127242,18.440957,1.859338511,2.916455912,0.472522678,0.033426024,0.045445885,0.072302487,0.683880912
JK23_37,1.283095983,0.391509176,0.115056767,0.902098901,0.023184226,0.076643134,88.0949385,2.796975307,8.475729378,0.709323929,0.071434032,0.040356849,-0.141501056,0.867293197
JK23_39,0.662290505,0.222978736,0.047452603,1.761033099,0.005731859,0.152382619,170.997971,0.357853677,13.33447044,0.718270377,0.013864261,0.03452646,0.331224209,0.861008719
JK23_4,0.654412313,0.05641674,0.099035661,3.953215623,0.285546028,1.089128215,425.0544996,32.31975283,125.4246544,0.735381163,0.052293519,0.03311375,-0.126547561,0.993845386
JK23_40,0.481580561,0.070765613,0.042209114,2.589006391,0.085459677,0.241133162,298.4227474,9.446878481,27.29278921,0.84945837,0.037492784,0.053690816,0.384442149,0.803547311
JK23_41,1.579203291,0.017195727,0.227584707,1.083859848,0.054466625,0.143031495,105.3725264,5.732840768,15.9086781,0.64344943,0.016189948,0.048905796,-0.438876878,0.893114009
JK23_42,8.928638031,0.496956448,0.764721792,0.129660993,0.027696648,0.010568841,5.753788653,2.855277243,0.755174345,0.325603096,0.045431013,0.038202103,-0.04684886,0.758848177
JK23_43,2.476253296,0.106156855,0.270018221,0.597741038,0.070714607,0.086827873,53.45373464,7.986454235,10.73247534,0.626965903,0.040319098,0.056783817,0.244436732,0.946897366
JK23_44,8.269418398,0.043918692,0.391404092,0.123866939,0.141034312,0.005829842,4.615090084,12.14146919,0.358007535,0.264539774,0.034481205,0.017603149,0.012388317,0.472192767
JK23_45,1.344395072,0.039509869,0.119791496,0.869496685,0.225712852,0.065354884,85.63444627,25.54114562,7.327728013,0.699235743,0.053650125,0.035528819,0.091355548,0.744226836
JK23_46,0.774755825,0.220455701,0.110530886,1.887385108,0.138551087,0.198543586,200.8626243,15.5420007,23.01894452,0.750599046,0.048880166,0.03212435,0.023648974,0.918970539
JK23_47,7.411016508,0.700218953,0.349350718,0.138249052,0.009677379,0.006411566,6.196917267,0.732057175,0.463657426,0.314708959,0.038193703,0.020360942,0.233548132,0.284327736
JK23_48,2.441881695,0.263060778,0.185035418,0.46000789,0.084590616,0.031668069,38.38985509,10.59337015,2.963618624,0.589768306,0.056762861,0.030130159,0.214783136,0.703839116
JK23_49,1.10659173,0.280969753,0.094060805,1.125032588,0.004184957,0.113764597,106.7329397,0.325655075,10.95832726,0.730059659,0.017591113,0.055507776,0.563561498,0.774190519
JK23_5,2.616374529,0.107806178,0.237577219,0.468866076,0.05881603,0.041052581,31.6078554,6.78816385,3.231115674,0.495491223,0.035487143,0.034055986,0.0200894,0.717432436
JK23_50,0.147036599,0.10503467,0.011932861,8.000258339,0.188670885,0.665243057,943.9475114,22.09018939,76.24997564,0.854092953,0.032071226,0.031858374,0.314102765,0.93838165
JK23_51,1.874085184,0.246931262,0.112706225,0.577322009,0.004531881,0.037401717,63.52362782,0.418352375,4.451897376,0.781451799,0.020346214,0.040107412,0.403402286,0.63666584
JK23_52,1.606052591,0.162751748,0.161138694,1.320986066,0.027854308,0.396165962,119.4263183,2.693088337,32.87519541,0.65645581,0.030095199,0.066823723,0.879482642,0.90056773
JK23_54,0.535108806,0.088982443,0.046932781,2.236478187,0.107622423,0.201644005,255.3417889,10.40424466,25.37756443,0.83577161,0.055478706,0.046123977,0.343313568,0.916705624
JK23_55,1.206232123,0.010966424,0.07505275,0.892823038,0.611365367,0.058878215,82.94627417,69.91470579,6.603863903,0.656577481,0.031788998,0.025072361,-0.062765199,0.855416295
JK23_56,1.492056318,0.097207699,0.103826327,0.769897931,0.032258509,0.064389313,62.4450187,3.952857493,6.057762363,0.566022087,0.040061302,0.020559215,0.009430722,0.924459245
JK23_57,1.615650492,0.160174402,0.11714538,0.69161215,0.393795212,0.048257192,64.89746597,32.64902302,4.788851717,0.716406132,0.066804203,0.043147894,0.473724239,0.595593945
JK23_58,0.814869288,0.043722295,0.067531877,1.410345052,0.187850335,0.115473945,169.8346663,24.00548605,14.60882283,0.913087416,0.046078118,0.05689122,0.497182447,0.814390009
JK23_59,1.330339773,0.065139396,0.092912144,0.841720605,0.051101277,0.056394679,75.87621554,6.037651277,6.12189629,0.665351931,0.025020271,0.041356365,0.193892164,0.528607136
JK23_6,0.691828063,0.095529031,0.044766468,1.621204881,0.059243632,0.12137091,166.8720969,5.712888857,12.51955138,0.746386934,0.020511997,0.031015039,0.256563096,0.802105601
JK23_60,3.383648783,0.103422195,0.207257085,0.325866787,0.042604025,0.020939474,23.74158506,4.307439866,1.704966536,0.568820879,0.043111877,0.037954497,0.375949554,0.435148075
JK23_61,5.396960556,0.061884389,0.340380517,0.200944467,0.105817207,0.012760195,11.53063247,13.54408009,0.933257811,0.429375453,0.056846847,0.029757085,0.667058889,0.568771605
JK23_62,3.737120941,0.081054321,0.36495595,0.322616342,0.049197362,0.027606715,25.59625855,5.612091552,2.71554595,0.622931896,0.041323954,0.063034212,0.498502581,0.620887428
JK23_63,1.12905945,0.178252402,0.096659491,1.072840214,0.01800909,0.088893682,104.6565506,1.52347111,9.191294452,0.733560347,0.037928686,0.043564886,0.416102899,0.727242164
JK23_64,0.872760438,0.291421494,0.09226064,1.595569056,0.010924817,0.177570653,161.3782649,0.855946683,17.69499508,0.765475469,0.029738327,0.054468863,0.024428096,0.716731374
JK23_65,0.799838104,0.337095476,0.147512651,3.55974118,0.025499239,0.537168218,433.8904211,2.587074687,66.38670943,0.876040279,0.063015577,0.031535572,-0.127805167,0.904233955
JK23_66,1.193539291,0.088770555,0.092986835,1.062954853,0.081638559,0.123937964,104.062461,8.549495531,16.35283365,0.63839392,0.043527485,0.028883795,-0.215345897,0.915755645
JK23_67,1.315581807,0.088168207,0.082739274,0.83930871,0.169694098,0.055016573,98.37886958,16.91297081,7.278604404,0.846922067,0.054436294,0.047365192,0.413007535,0.539468126
JK23_68,3.344542904,0.143991901,0.432618106,0.444584533,0.524347387,0.047902037,41.57733876,64.89654609,5.162390477,0.651465802,0.031461829,0.046698083,-0.16349998,0.791638115
JK23_69,0.781753482,0.089235164,0.052584605,1.437909749,0.11893753,0.104649516,149.0974909,16.00516483,11.34003854,0.76215466,0.028841061,0.036606859,0.304187077,0.712524264
JK23_7,1.699135426,0.071655042,0.151508758,0.722726392,0.047646234,0.066458613,60.43706775,6.551215678,6.22763542,0.592182143,0.047319335,0.027754573,-0.053544797,0.904873129
JK23_70,1.596644468,0.412119948,0.114952821,0.698069527,0.045632359,0.049875482,65.96913072,4.985466264,5.038006598,0.704257668,0.046670568,0.047151003,0.506927311,0.712316564
JK23_71,3.089056069,0.046952471,0.187965294,0.350782096,0.09344091,0.021458365,29.38411721,10.27178874,2.093475793,0.604463376,0.0365588,0.031154209,0.364660064,0.653514228
JK23_72,0.694666726,0.10214991,0.049884173,1.609771968,0.044320582,0.110667934,164.0203755,4.567455372,12.0868977,0.751892998,0.047119155,0.038299715,0.276116359,0.746688695
JK23_73,2.467829977,0.158752243,0.186437344,0.454041933,0.018123365,0.034355687,36.99887419,1.867313301,3.476109466,0.598625037,0.031118693,0.038549978,0.24466379,0.815054642
JK23_8,0.253881315,0.04385546,0.020244229,4.594096213,0.097293246,0.365427992,565.737881,10.87101948,48.03596007,0.867185434,0.038255014,0.026377132,0.046381627,0.920400613
JK23_9,8.724631904,0.168082771,0.368003888,0.115986252,0.030973403,0.00498154,4.155406156,3.265647578,0.264378811,0.260575297,0.038521833,0.013567032,0.001269315,0.768130366
JK_25_G,,,,,,,,,,,,,,
JK_25_G-1,1.906225004,0.196654969,0.208559093,0.675030251,0.058250602,0.061776688,63.01439591,6.613746569,6.874554953,0.673247094,0.046158277,0.04617635,0.17040504,0.543647381
JK_25_G-10,0.530896114,0.045371921,0.048405118,2.509055992,0.205699241,0.219450619,300.8721144,25.93792786,27.44014147,0.872566321,0.022313633,0.022376358,0.056318976,0.93452191
JK_25_G-11,1.048823723,0.078142224,0.082774572,1.250228464,0.109059354,0.1155245,142.9322056,13.16376142,13.83424405,0.831070667,0.017856877,0.017927937,-0.052797243,0.969713151
JK_25_G-12,2.248274745,0.104510963,0.120771063,0.479566047,0.025224245,0.029148702,47.65359342,3.029873221,3.345163297,0.729829741,0.026853496,0.026889986,0.032758992,0.793707109
JK_25_G-13,2.11834593,0.084370789,0.109530848,0.491409778,0.018097937,0.02349489,51.22528656,2.084811531,2.583237517,0.765096757,0.026301888,0.026342827,0.193904939,0.407136452
JK_25_G-14,1.315947438,0.045249224,0.06084046,0.784154981,0.026602089,0.035768201,86.61096874,3.052483005,3.995925584,0.808044633,0.022548132,0.022601376,0.335590558,0.629491877
JK_25_G-15,2.156996662,0.316765648,0.335597923,0.798815598,0.069598065,0.073735792,87.12800516,8.471918354,8.860189977,0.756552357,0.028330498,0.028367666,-0.068021942,0.949498769
JK_25_G-16,3.882667391,0.239470688,0.267706472,0.303459302,0.018516578,0.020699852,25.89995799,2.28152731,2.408325435,0.59337473,0.029971332,0.02999295,-0.25116843,0.792836914
JK_25_G-17,1.05126608,0.082914911,0.092183335,1.111346569,0.069692746,0.077483165,124.9326227,8.031416394,8.850143787,0.808454231,0.024486629,0.024535716,0.055453306,0.798809903
JK_25_G-18,1.018423577,0.104938495,0.109539718,1.649981535,0.168020096,0.175387249,189.41233,19.6065069,20.40136573,0.828666717,0.021915756,0.021973361,0.000434481,0.967510446
JK_25_G-19,1.734288463,0.113085075,0.122075694,0.71303706,0.053463485,0.057714,76.6915534,6.602282798,6.985980786,0.759704024,0.024265732,0.024309477,-0.016561374,0.875778788
JK_25_G-2,7.956000807,0.43182635,0.486198562,0.134213351,0.007906058,0.008901527,5.629564736,0.81657367,0.833588604,0.286092011,0.028171776,0.028177124,-0.021998703,0.884921775
JK_25_G-20,4.982814933,0.322984238,0.355278148,0.213054343,0.014172353,0.01558939,14.43680215,1.17168381,1.248000873,0.527222906,0.048899837,0.0489103,0.357748186,0.179679315
JK_25_G-21,1.114798902,0.112605036,0.11654984,1.397498272,0.159572031,0.165162192,162.3570193,19.18618135,19.78579452,0.843414411,0.023263079,0.023319303,-0.059344696,0.815614398
JK_25_G-22,2.013251335,0.160071706,0.174059306,0.635530052,0.045371275,0.049335969,65.7685686,4.958707148,5.331429053,0.74275465,0.019647727,0.019699349,-0.078791655,0.771030016
JK_25_G-23,0.430068679,0.080152781,0.081386945,7.340872785,1.270040673,1.289596309,980.2064062,197.3735993,199.5182438,0.907701923,0.030887225,0.030936292,-0.134561903,0.991862547
JK_25_G-24,2.114662925,0.090334225,0.107606291,0.507224135,0.023883851,0.028450486,49.87027252,2.638393349,3.027353525,0.721195389,0.02851597,0.028549527,0.138938957,0.72166166
JK_25_G-25,4.084983413,0.565163514,0.59857149,0.364902693,0.031883084,0.033767759,28.57811494,3.422155494,3.52631788,0.620578372,0.069023701,0.069033972,0.40274329,0.445168077
JK_25_G-26,1.909839571,0.119522126,0.126932567,0.642328032,0.054730372,0.058123686,68.75042687,7.166381784,7.452698207,0.74071666,0.026110399,0.026149053,-0.076997893,0.911331609
JK_25_G-27,4.813228594,0.381510793,0.404317513,0.260156889,0.022598093,0.023949007,10.98361002,1.92030542,1.947941456,0.321652736,0.04448896,0.04449324,0.110923583,0.681565618
JK_25_G-28,1.251945607,0.065944031,0.075391805,0.886830659,0.048775018,0.055762994,99.9904898,6.019062921,6.714687226,0.821495199,0.024630423,0.02468081,0.162890265,0.818368119
JK_25_G-29,1.205733846,0.093970546,0.097301202,1.182604387,0.134206222,0.138962976,143.6507791,20.26326084,20.70951949,0.812613659,0.030752248,0.030791752,-0.175459441,0.817806803
JK_25_G-3,5.247555002,0.370835433,0.388703768,0.240769385,0.023358427,0.024483929,19.60934107,3.851200777,3.895180049,0.461674115,0.032144117,0.032156321,0.048639684,0.409528242
JK_25_G-30,0.218001596,0.020504952,0.02247628,5.544903194,0.376409631,0.412597335,683.073159,47.93276697,52.06622727,0.900157583,0.02168312,0.021751804,0.104210687,0.935153266
JK_25_G-31,2.902979485,0.181631098,0.199396152,0.411922067,0.027717005,0.030427962,41.20752877,3.442174416,3.654157412,0.706892359,0.027649823,0.027683071,-0.160031377,0.890638738
JK_25_G-32,0.731949209,0.111705564,0.114307711,1.650701635,0.231748546,0.237147058,193.8004384,28.90991587,29.47993015,0.853888802,0.056032129,0.056056079,0.164631992,0.954997036
JK_25_G-33,0.25003905,0.023173809,0.024047622,5.741467398,0.631110854,0.6549081,666.6889702,66.13113311,69.04186514,0.907985232,0.034566076,0.034609955,0.220209751,0.636443693
JK_25_G-34,0.040314891,0.004694929,0.004695927,-17.86696617,26.40896685,26.41457848,-1535.038073,3077.413587,3077.752497,0.927332395,0.023691158,0.023757885,-0.026843851,0.988078777
JK_25_G-35,0.498845448,0.029212999,0.033028173,2.20072183,0.127130288,0.143733315,269.1784254,15.95848206,17.85647404,0.898369813,0.033942209,0.033985953,0.291259724,0.787156103
JK_25_G-36,3.864918297,0.189987184,0.227807877,0.283111086,0.013042197,0.015638503,24.89660365,1.744823454,1.895680144,0.613864662,0.027915725,0.027940564,-0.213488059,0.575928021
JK_25_G-37,0.174891008,0.012584491,0.013677661,6.873096132,0.491925869,0.534657742,824.202988,60.26063646,65.06176371,0.889069242,0.028082332,0.0281341,0.128429412,0.998346686
JK_25_G-38,0.335195712,0.027780708,0.029625289,3.816380241,0.313856428,0.334695836,451.9212414,36.3274113,38.73587392,0.877246666,0.03192928,0.031973618,0.171317137,0.914945598
JK_25_G-39,0.188839335,0.022685741,0.023207561,9.994374315,1.411839525,1.444314873,1252.063433,197.2403489,200.7289249,0.880505295,0.035050115,0.03509081,0.019443075,0.949748743
JK_25_G-4,1.21674639,0.096759335,0.10421794,1.028853528,0.078360352,0.084400688,113.313959,9.317906617,9.90949475,0.781130399,0.033833665,0.033866847,0.120231323,0.846142717
JK_25_G-40,0.647994445,0.089047317,0.093197629,2.844390222,0.280602214,0.293680507,341.2784506,35.084157,36.52441774,0.864168189,0.034486317,0.034526156,-0.086768819,0.826263843
JK_25_G-41,0.547908753,0.093197753,0.095649859,4.886429672,0.644789401,0.661754312,587.2600905,77.93316876,79.86837319,0.868375762,0.035530093,0.035569141,-0.155315421,0.956629165
JK_25_G-42,0.632495315,0.070035619,0.070481233,2.400847791,0.6474696,0.651589243,272.6471383,66.12995453,66.62583046,0.864316042,0.056635502,0.056659779,0.050373381,0.990379434
JK_25_G-43,4.817151824,0.248937674,0.290754491,0.225755587,0.011395985,0.013310295,15.06294681,0.955763429,1.055636014,0.499384287,0.029356958,0.029372592,0.251336905,0.664073903
JK_25_G-44,4.54673854,0.348619198,0.366328962,0.280824852,0.02650624,0.02785275,18.50625518,1.924271627,2.001508215,0.549070646,0.056153318,0.0561632,0.581119608,0.078902958
JK_25_G-45,0.625264751,0.047680363,0.049372307,2.336141394,0.265025981,0.274430463,289.293951,36.19361006,37.20444028,0.851925455,0.02158907,0.021650866,-0.112839944,0.964861563
JK_25_G-46,0.237769995,0.01577375,0.017428666,4.847292794,0.314319098,0.347296129,619.3277299,41.69251545,45.58532062,0.938692164,0.032168414,0.032218798,0.87456323,0.908471115
JK_25_G-5,5.13243736,0.349808884,0.376325168,0.237232888,0.018226157,0.01960774,16.67399082,1.994593978,2.05540718,0.477345205,0.039295398,0.039306071,-0.323499697,0.473603291
JK_25_G-6,1.349094824,0.140806756,0.143580148,1.301252857,0.198844116,0.202760638,139.7567559,20.33772955,20.75883713,0.833680484,0.050840124,0.050865284,0.092749593,0.945850811
JK_25_G-7,0.058888388,0.015020238,0.015020603,-3.626910004,15.86180353,15.86218906,-1686.832054,2255.630113,2256.189005,0.886656925,0.024362859,0.02442219,0.01181657,0.972235078
JK_25_G-8,0.692000787,0.053386335,0.057406008,1.865397726,0.143802024,0.15462946,215.1091244,18.05101607,19.15260057,0.831386529,0.018817831,0.01888533,-0.18417528,0.949375775
JK_25_G-9,3.473687582,0.337473064,0.351139532,0.42864648,0.045450073,0.047290641,43.27712897,5.733047639,5.876002351,0.622998751,0.032148592,0.032170809,-0.115473948,0.738954773
GQ6_2_matrix,,,,,,,,,,,,,,
GQ6_2_matrix-1,1.524649502,0.029029247,0.056866363,0.662790652,0.012868361,0.025208262,50.88217247,1.032553618,1.940069231,0.576547821,0.009127992,0.009237553,0.320113492,0.668824765
GQ6_2_matrix-10,1.366771472,0.037599704,0.05630968,0.74381715,0.016203256,0.031160486,61.12476394,1.448530664,2.475031539,0.632491688,0.009834161,0.009857101,0.310599535,0.816013701
GQ6_2_matrix-11,0.903344591,0.033081029,0.03613509,1.112284043,0.014227753,0.041299044,102.8077448,1.046827426,3.748311347,0.708866195,0.010374766,0.010767178,0.469949497,0.637045973
GQ6_2_matrix-12,0.94500823,0.03762782,0.036605898,1.067505954,0.014336627,0.041776497,97.47386156,1.231339394,3.659030399,0.702389985,0.00928377,0.01164177,0.4806599,0.674088176
GQ6_2_matrix-13,1.039418741,0.03122574,0.042712925,0.966898555,0.013483292,0.039199965,85.32554531,1.194974199,3.61544226,0.670052464,0.009621935,0.013349456,0.224588664,0.617304429
GQ6_2_matrix-14,1.067341162,0.037365968,0.04524096,0.955229604,0.013998801,0.040152497,83.61402581,1.041302658,3.404480047,0.669240431,0.009030247,0.012569952,0.41093514,0.732346182
GQ6_2_matrix-15,1.138968047,0.036807662,0.044204851,0.883881038,0.016374247,0.035330565,76.48566446,1.217325558,2.956981037,0.664798495,0.008561034,0.015776976,0.554519746,0.456625854
GQ6_2_matrix-16,1.327586781,0.026780039,0.052085294,0.752880166,0.015332201,0.029362654,60.54283835,1.436250433,2.295974422,0.60672331,0.010021187,0.012110227,0.559320911,0.579349812
GQ6_2_matrix-17,1.311916611,0.028198792,0.069325431,0.79742339,0.015309164,0.039266807,62.4483402,1.431021139,2.754156435,0.597198874,0.008717782,0.017200026,0.635582229,0.65827081
GQ6_2_matrix-18,1.37291671,0.035096097,0.05823643,0.739971628,0.019421375,0.030087604,60.03985731,1.498803595,2.398252046,0.610079589,0.009733493,0.01025818,0.299566659,0.767336692
GQ6_2_matrix-19,1.443347286,0.016988333,0.05767273,0.700488799,0.019416083,0.027291462,56.31663654,1.754085185,2.147578665,0.600465272,0.010624991,0.010213389,0.373124296,0.680004569
GQ6_2_matrix-2,1.524805769,0.019992091,0.063112592,0.668167298,0.022815983,0.027197807,50.95678633,1.878524044,2.191360571,0.573449505,0.011512795,0.009934853,0.050335741,0.800471225
GQ6_2_matrix-20,1.30418856,0.02510451,0.053790684,0.779295848,0.023039769,0.031373003,69.24972342,2.348075388,2.772922951,0.642811414,0.013247273,0.010676566,0.33371464,0.744264186
GQ6_2_matrix-21,1.551228165,0.028277389,0.068474094,0.656633174,0.025096898,0.026954618,53.7544487,2.082362039,2.136798533,0.588067117,0.012461643,0.011605851,0.086984869,0.762431543
GQ6_2_matrix-22,1.41179848,0.025276494,0.058721272,0.719649931,0.020202145,0.028718298,61.49975929,1.632702498,2.406069924,0.618610345,0.015691963,0.012717139,0.495674458,0.604398012
GQ6_2_matrix-23,1.288804424,0.028143466,0.056452368,0.790616932,0.015865646,0.033476891,67.3969721,1.209857097,2.95365503,0.615093282,0.012017876,0.0161544,0.415228297,0.548807758
GQ6_2_matrix-24,1.41808164,0.051720989,0.058226576,0.716898609,0.029295427,0.02898558,61.57501664,1.880139456,2.583526494,0.618054602,0.017137153,0.01226509,0.23801475,0.667617575
GQ6_2_matrix-25,1.365856085,0.034207079,0.059970334,0.748376944,0.017672942,0.032680683,64.75401419,1.418013405,2.905876181,0.624971172,0.010147772,0.014218661,0.27443969,0.742700126
GQ6_2_matrix-26,1.370670818,0.03097838,0.05986854,0.746602662,0.014659359,0.033277916,64.44247348,1.148542001,2.853153467,0.631465056,0.010105978,0.016622955,0.26266741,0.64422047
GQ6_2_matrix-27,1.401610871,0.031210293,0.062423586,0.730485757,0.018203163,0.031488248,63.15187389,1.645444975,2.836890451,0.619406263,0.01055878,0.014568169,0.325428088,0.670083334
GQ6_2_matrix-28,1.611921183,0.04119378,0.065340463,0.627228906,0.016215806,0.024856006,48.73696508,1.249685044,1.945470893,0.558513643,0.011515313,0.010976073,0.389456705,0.571057253
GQ6_2_matrix-29,1.387578915,0.033440236,0.053909582,0.730393494,0.016354323,0.02899786,61.80627181,1.361243328,2.487242194,0.613590729,0.012625735,0.012676785,0.354756412,0.591896228
GQ6_2_matrix-3,1.544449988,0.035704863,0.059708087,0.653326122,0.021173387,0.02567973,47.85062185,1.999570687,1.864723801,0.553433818,0.01608336,0.010463738,0.445370133,0.60023812
GQ6_2_matrix-30,1.524543789,0.034005162,0.062732828,0.661251935,0.016927998,0.026373202,54.94644288,1.650562963,2.391452197,0.591639754,0.012170462,0.014274065,0.301966719,0.584805676
GQ6_2_matrix-31,1.531122043,0.039540752,0.063200142,0.66291362,0.021547633,0.027628271,54.91211868,2.018743532,2.339821954,0.593034389,0.014135275,0.012257308,0.362457712,0.673591102
GQ6_2_matrix-32,1.419260597,0.04048759,0.057138636,0.714137096,0.022505019,0.028345799,59.96817058,1.953030395,2.452184083,0.601542158,0.016550194,0.011644199,0.291194933,0.684898906
GQ6_2_matrix-33,1.429766659,0.040486243,0.062007794,0.716271226,0.020422423,0.030215235,59.4622353,1.974092448,2.637476601,0.594479682,0.014488242,0.012419926,0.193742788,0.735814259
GQ6_2_matrix-34,1.276994029,0.036610261,0.050812095,0.791485513,0.01392682,0.031560315,70.86606877,1.144798306,2.898647697,0.645936343,0.010889718,0.014843634,0.381115912,0.585516249
GQ6_2_matrix-35,1.158444914,0.030343825,0.044951659,0.871944623,0.016321885,0.034870533,82.33780517,1.484977602,3.316682652,0.678870523,0.012586576,0.010675177,0.267489867,0.80026669
GQ6_2_matrix-36,1.329812205,0.03558335,0.057622875,0.763963064,0.014959422,0.030808139,68.81414688,1.604002164,2.703936814,0.648269893,0.014199651,0.01330353,0.556992423,0.593482476
GQ6_2_matrix-37,1.271645277,0.038944123,0.051738116,0.797545835,0.017024626,0.031965864,70.01342218,1.527081225,2.772314747,0.637195254,0.012170158,0.012792699,0.37273365,0.664708828
GQ6_2_matrix-38,1.331572285,0.03213922,0.052644948,0.758331291,0.015943886,0.030158955,66.17305991,1.505072507,2.67865587,0.630073932,0.011549762,0.010976531,0.272151969,0.739845395
GQ6_2_matrix-39,1.485445615,0.038970492,0.058802783,0.681381057,0.01898959,0.027004335,56.54134685,1.80899872,2.305855559,0.601374561,0.012333504,0.012267564,0.357995806,0.633817427
GQ6_2_matrix-4,1.619981563,0.028931618,0.065558764,0.625545646,0.017969953,0.024978634,45.4836514,1.784279138,1.91517708,0.548753819,0.014758314,0.009381428,0.15754629,0.749899044
GQ6_2_matrix-40,1.446042168,0.025755847,0.056309809,0.699677205,0.019979688,0.027180657,58.22654446,1.986508116,2.186996638,0.609295801,0.010543704,0.009304724,0.475427104,0.666423609
GQ6_2_matrix-41,1.307990164,0.033593413,0.052686569,0.768434572,0.017960758,0.029534341,67.35822105,1.545855668,2.584025367,0.637252101,0.013207574,0.011032164,0.445662613,0.667714282
GQ6_2_matrix-42,1.268264741,0.029852284,0.049544387,0.795747985,0.018443927,0.031200809,70.12408298,1.610336739,2.757127252,0.64480862,0.012696275,0.012299693,0.337563311,0.63025311
GQ6_2_matrix-43,1.346700015,0.029949624,0.053111249,0.748740307,0.01715738,0.029288403,63.8084352,1.62285144,2.542032516,0.620255037,0.010866515,0.011553229,0.33741804,0.636865238
GQ6_2_matrix-44,1.397649345,0.03328312,0.054567974,0.71597002,0.015284796,0.027572557,58.64229847,1.416743374,2.237141855,0.594343344,0.012178012,0.010848739,0.398677663,0.629754097
GQ6_2_matrix-45,1.451809232,0.030186008,0.061340633,0.700932414,0.014570739,0.02922637,57.95464762,1.120617295,2.429841671,0.606907483,0.009183172,0.011917188,0.27980951,0.73655995
GQ6_2_matrix-46,1.382254586,0.027477058,0.057243528,0.734141505,0.015402727,0.030172454,61.41065746,1.399207206,2.516012656,0.612353202,0.010920187,0.011729013,0.334570915,0.705233621
GQ6_2_matrix-47,1.321458606,0.027148488,0.052578609,0.7639326,0.017096887,0.030880394,67.07477414,1.575352189,2.67532123,0.64261723,0.012196953,0.01212994,0.368876757,0.690206155
GQ6_2_matrix-48,1.180735831,0.028902679,0.050764116,0.856134099,0.015938494,0.034920145,76.50206192,1.489599909,3.155092336,0.650096384,0.011452002,0.013607482,0.422293399,0.647310338
GQ6_2_matrix-49,1.506566974,0.028529989,0.062934328,0.670794469,0.014415869,0.027562987,55.03976939,1.191366524,2.258087031,0.602124686,0.010749738,0.011904945,0.334917743,0.65780205
