,Si29_mean,Si29_2SE,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Si29_CPS_mean,Si29_CPS_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
HFO-19,40709.7,800.351,6.89321e+06,666969,2097.9,105.571,25762.7,1529.46,23551.6,1420.89,55585.4,3404.49,10.4575,4.93193,185411,17918.2,7.22387e+06,691304,20.4367,1.73377,1,0,7212.97,799.544,6.89284e+06,666968,1536.45,105.686,25759.7,1529.46,23548.9,1420.89,55580.4,3404.5,10.45,4.93193,185410,17918.2,7.1894e+06,691301,0.158238,0.00604573,943.616,33.4871,19.8844,0.753031,3060.6,36.3753,-6.80715e+06,790562,126882,3391,0.339903,0.00593496,0.0438228,1883.79,28.3215,14.2008,0.239338,1.78074,2760.3,16.0623,-6.80715e+06,790562,126882,3391,0.912763,0.0078425,0.00858873,4979.09,5.58337,2.97506,0.0494719,-2.25229e+07,3.41614e+06,0.12215,0.00197117,0.0145548,742.544,11.2847,83.3249,15.443,0.241355,1.79575,2840.63,15.0239,111.782,0.92182,0.0079202,0.00867382,4982,13.4494,14.7292,8.17567,0.126446,0.933659,0.258345,0.843404,
HFO-20,67290.8,1725.43,7.36997e+06,578375,2123.73,94.9636,27568.6,1416.98,24922.7,1273.72,58625.1,2996.51,12.9032,5.40281,189485,14652.5,7.74e+06,600072,20.4367,1.73377,1,0,35463.6,1728.77,7.36972e+06,578378,1574.82,94.6661,27565.2,1416.98,24920.1,1273.72,58621.8,2996.54,12.9539,5.40278,189484,14652.6,7.70728e+06,600077,0.155889,0.00389041,932.487,21.676,19.4429,0.494106,3052.44,24.8934,974677,88227,261508,8120.04,0.33841,0.00285666,0.0433227,1878.45,13.7708,14.0513,0.132322,1.75101,2752.72,9.09476,974677,88227,261508,8120.04,0.905262,0.00960926,0.0102176,4952.98,11.8727,2.96039,0.0258586,2.89587e+06,303571,0.122113,0.00103113,0.0156377,742.611,5.92583,89.8682,15.4363,0.145361,1.92357,2842.09,9.14966,121.078,0.915657,0.00971962,0.0103349,4965.44,11.6457,12.3829,8.18934,0.0716047,1.08592,0.549604,0.288794,
HFO-21,60317.4,1367.99,7.52008e+06,527792,2186.47,88.3617,28765,1281.47,26041,1163.25,61123.5,2702.79,0,0,196278,13606.2,7.89539e+06,547613,20.4367,1.73377,1,0,28449.7,1367.1,7.51969e+06,527793,1656.3,88.0516,28761.7,1281.47,26038.5,1163.25,61119.1,2702.8,-0.0142139,0.00026325,196276,13606.2,7.86259e+06,547612,0.155142,0.00366913,928.473,20.4791,19.3438,0.455653,3049.09,23.1623,-3.98346e+06,347695,130329,2021.94,0.337642,0.00316826,0.0432464,1874.62,15.3126,14.0273,0.152187,1.74966,2750.85,10.0203,-3.98346e+06,347695,130329,2021.94,0.906254,0.00847942,0.00916449,4953.27,15.4803,2.96478,0.0270546,-1.26316e+07,1.38675e+06,0.122218,0.00113817,0.015536,743.189,6.54468,89.3343,15.4512,0.166214,1.91093,2842.76,9.99169,114.872,0.91671,0.00857719,0.00927015,4964.66,15.9815,17.2727,8.19079,0.0761058,1.03884,0.372425,0.551857,
HFO-22,109125,1676.02,7.14343e+06,560056,2117.39,106.08,26546.9,1553.22,24146.9,1448.21,56676.2,3419.62,0,0,186894,14637.5,7.54768e+06,580500,20.5569,1.72821,1,0,77375.9,1676.44,7.14305e+06,560055,1599.03,105.979,26543.6,1553.22,24144.3,1448.21,56671.9,3419.6,0.00686751,0.000214376,186893,14637.5,7.51502e+06,580495,0.149257,0.00273444,896.094,15.3776,18.6523,0.335696,3018.23,17.6181,8.11781e+06,959602,320757,1857.91,0.3264,0.00369746,0.0418578,1819.95,18.0075,13.5815,0.183791,1.69761,2717.85,12.9408,8.11781e+06,959602,320757,1857.91,0.909043,0.00965464,0.0102652,4937.9,24.943,3.07919,0.0358513,2.58945e+07,3.39808e+06,0.122058,0.00131708,0.0149103,742.23,7.57209,85.7214,15.4035,0.195293,1.80385,2839.14,12.5374,115.804,0.91958,0.00976644,0.010384,4923.58,25.9789,27.6217,8.1896,0.0901479,1.02054,0.34332,0.629769,
HFO-23,47659.5,918.36,7.14137e+06,522526,2077.48,85.9086,27218.4,1251.58,24646.6,1136.62,57629.2,2695.43,11.039,5.0506,186429,13630.4,7.48738e+06,541824,20.4367,1.73377,1,0,18215.9,926.301,7.1411e+06,522527,1557.77,85.8171,27216.5,1251.58,24644.2,1136.62,57621.6,2695.47,10.9768,5.05122,186427,13630.4,7.45713e+06,541834,0.156838,0.00436555,937.419,24.2551,19.564,0.543587,3056.61,26.5697,-1.03626e+06,154163,129322,3926.78,0.340092,0.0034142,0.0435772,1886.31,16.4366,14.1289,0.139809,1.76121,2756.75,9.31236,-1.03626e+06,154163,129322,3926.78,0.905252,0.00728915,0.00807417,4968.62,8.90688,2.9478,0.0289831,-3.25089e+06,536744,0.122274,0.00135036,0.0172353,743.46,7.7516,98.9378,15.4355,0.162339,2.04503,2841.8,10.1528,127.897,0.916941,0.00738324,0.00817838,4982.02,7.67354,8.49995,8.19856,0.0919639,1.17378,0.379422,0.690326,
HFO-24,220579,5107.89,6.2428e+06,584051,1887.9,117.464,23165.8,1800.76,20919.1,1608.37,49478.3,3981.54,9.74026,4.77871,170765,15173.4,6.7296e+06,610792,20.4367,1.73377,1,0,190651,5117.15,6.24252e+06,584051,1374.47,117.297,23163.9,1800.76,20916.6,1608.37,49469.5,3981.56,9.66371,4.77764,170763,15173.4,6.69886e+06,610802,0.140831,0.00195272,848.999,11.0236,17.54,0.246963,2962.91,14.0461,-534900,34503.8,131306,3968.89,0.309682,0.00486729,0.0398569,1737.43,23.934,12.8858,0.183145,1.61162,2667.9,13.5066,-534900,34503.8,131306,3968.89,0.906462,0.00738192,0.00815999,4970.58,13.5369,3.26014,0.0516121,-1.80104e+06,124464,0.121619,0.00181538,0.0148656,739.552,10.4306,85.4138,15.3832,0.205301,1.80658,2836.16,12.8531,113.103,0.918205,0.00747764,0.0082658,4946.58,53.7087,59.3697,8.22225,0.12454,1.01982,0.370701,0.812836,
HFO-25,36099.3,729.832,5.76538e+06,606133,1738.2,107.656,21323.7,1726.17,19113.8,1550.04,45064.9,3670.1,0,0,158618,16624.5,6.12314e+06,646814,20.4367,1.73377,1,0,5844.76,732.705,5.76509e+06,606134,1232.18,107.537,21321.7,1726.17,19111.4,1550.04,45056,3670.08,-0.0442843,0.00420567,158616,16624.5,6.09207e+06,646818,0.145215,0.00304843,873.201,17.2121,17.9581,0.384796,2979.16,21.165,-1.81907e+06,410229,126531,5474.77,0.317574,0.00363696,0.0407295,1776.92,17.8197,13.033,0.15162,1.62656,2683.86,10.6605,-1.81907e+06,410229,126531,5474.77,0.897799,0.00926419,0.00988372,4951.58,11.096,3.16511,0.0369548,-6.80794e+06,1.68484e+06,0.122235,0.00146584,0.0164157,743.2,8.42688,94.3708,15.4717,0.189953,2.03779,2845.11,11.0937,119.011,0.909467,0.00938464,0.0100122,4959.2,14.2136,15.1641,8.18436,0.101108,1.13229,0.472498,0.649998,
HFO-26,34877.9,719.734,5.99842e+06,626209,1749.17,108.049,20982.5,1688.36,18818.2,1484.24,44925.1,3545.85,0,0,159067,15807.2,6.27885e+06,649101,20.4367,1.73377,1,0,6138.8,724.034,5.99816e+06,626211,1226.2,107.782,20979.4,1688.36,18815.9,1484.24,44919.3,3545.91,-0.0974221,0.00535375,159067,15807.2,6.24931e+06,649107,0.14003,0.00244517,844.26,13.8472,17.401,0.327534,2950.81,18.5276,-400194,22652.8,124902,6033.69,0.306646,0.00379101,0.0393539,1723.14,18.728,12.6754,0.154431,1.58259,2653.32,11.5356,-400194,22652.8,124902,6033.69,0.903401,0.00827454,0.00897102,4964.67,15.0139,3.28072,0.0414159,-1.36158e+06,92405.5,0.12213,0.00147958,0.0153593,742.594,8.50416,88.2803,15.4396,0.186178,1.90792,2840.24,11.5654,118.521,0.91597,0.00838977,0.00909594,4955.53,29.1377,31.5903,8.18505,0.100962,1.04807,0.453329,0.697056,
HFO-27,34905.8,680.741,5.93456e+06,628297,1690.97,101.9,20879.4,1710.82,18877.1,1526.85,44514.7,3612.08,0,0,159023,16085.1,6.21458e+06,651666,20.5569,1.72821,1,0,6005.86,680.817,5.93424e+06,628297,1184.88,101.492,20876.3,1710.81,18874.7,1526.85,44506.8,3612.11,-0.0491334,0.00452613,159022,16085.1,6.18485e+06,651666,0.139393,0.00246466,840.653,13.9655,17.4155,0.320686,2951.87,18.2546,-1.53169e+06,323412,132606,3941.98,0.30472,0.00397682,0.0391274,1713.52,19.6647,12.6503,0.167739,1.58085,2651.01,12.5758,-1.53169e+06,323412,132606,3941.98,0.907955,0.00977229,0.0103745,4958.42,12.8924,3.30352,0.0439105,-6.03463e+06,1.45289e+06,0.12203,0.00161878,0.015927,741.98,9.3036,91.537,15.4284,0.207898,1.95932,2838.93,12.9592,122.133,0.920611,0.00990854,0.0105191,4964.76,12.7017,13.4844,8.19963,0.111223,1.09431,0.376472,0.687517,
HFO-28,34664.5,652.902,5.64578e+06,613887,1725.29,110.397,20337.8,1703.01,18347.2,1551.1,43781.8,3723.75,7.18954,4.16329,153064,16480.3,5.91781e+06,637800,20.4367,1.73377,1,0,5786.83,653.005,5.64549e+06,613885,1237.53,110.088,20334.8,1703.01,18344.8,1551.1,43773.5,3723.74,7.04156,4.16335,153063,16480.3,5.88812e+06,637799,0.144236,0.00312927,867.645,17.6322,17.8976,0.387674,2975.82,21.2182,-262792,23888.4,118101,5797.06,0.314092,0.00292222,0.0402283,1761.98,14.7486,13.0021,0.143593,1.622,2677.71,10.5723,-262792,23888.4,118101,5797.06,0.901086,0.00917823,0.00980763,4952.63,13.5108,3.18717,0.0299303,-913233,102529,0.12231,0.00121235,0.0166897,743.701,6.96683,95.9079,15.444,0.175224,1.97929,2840.76,11.003,124.288,0.91367,0.00930636,0.00994454,4957.05,18.2492,19.5006,8.18731,0.0807727,1.11195,0.389294,0.525177,
HFO-29,34231.2,748.854,5.59353e+06,615582,1682.06,105.939,20020.6,1701.78,17959.2,1531.02,42155.9,3601.51,0,0,148644,15895.5,5.85835e+06,638875,20.4367,1.73377,1,0,5740.59,749.39,5.5933e+06,615581,1169.77,105.793,20018.3,1701.78,17956.8,1531.02,42152.5,3601.52,0.00313199,0.000167548,148643,15895.5,5.82905e+06,638871,0.145982,0.00305746,877.516,17.2308,18.0421,0.390324,2983.55,21.2484,1.6302e+07,2.91967e+06,329918,2955.94,0.317876,0.00277333,0.0406999,1778.8,13.5958,13.1068,0.14507,1.6351,2685.28,10.5417,1.6302e+07,2.91967e+06,329918,2955.94,0.898219,0.00934299,0.00995817,4927.95,24.9648,3.15145,0.0272504,5.71786e+07,1.14894e+07,0.122127,0.00107344,0.0157532,742.68,6.17261,90.586,15.4387,0.172524,1.94453,2840.52,10.7654,121.338,0.911216,0.00947818,0.0101023,4923.4,26.2872,28.0181,8.18853,0.0712655,1.04586,0.394525,0.473393,
HFO-30,34228.7,761.416,5.43483e+06,603247,1670.45,113.457,19710.8,1697.41,17764.3,1529.67,42235.9,3646.6,15.5844,5.84568,146274,16041.7,5.69673e+06,626700,20.4367,1.73377,1,0,5751.87,761.249,5.43461e+06,603247,1168.12,113.25,19708.5,1697.42,17762,1529.67,42231.3,3646.64,15.5721,5.84579,146273,16041.7,5.66753e+06,626699,0.146961,0.00330421,882.877,18.5786,18.2672,0.42081,2994.4,22.5415,-3.0242e+06,519209,123634,4214.67,0.320237,0.00318822,0.041031,1790.16,15.6052,13.2546,0.145592,1.65343,2697.19,10.2118,-3.0242e+06,519209,123634,4214.67,0.901854,0.00863142,0.00929901,4963.38,15.1222,3.13062,0.0310454,-1.0436e+07,2.05375e+06,0.122135,0.00122293,0.0157385,742.691,7.03299,90.5113,15.4422,0.170367,1.93478,2842.12,10.3626,117.683,0.914913,0.00875642,0.00943367,4962.53,19.8521,21.3875,8.18807,0.0817175,1.05167,0.402965,0.559707,
HFO-31,34336.6,742.024,5.33228e+06,613885,1648.49,106.914,19502.4,1750.82,17563.8,1596.23,42163.6,3840.66,0,0,143921,16252.5,5.59155e+06,637833,20.4367,1.73377,1,0,5904.15,715.799,5.33207e+06,613885,1152.6,106.878,19499.9,1750.82,17561.5,1596.23,42157.2,3840.7,0.0558995,0.0034913,143920,16252.5,5.5625e+06,637827,0.148023,0.00326704,888.862,18.3714,18.3399,0.4105,2998.78,21.8585,951666,176597,271919,3201.25,0.32264,0.00322374,0.0413398,1801.87,15.7435,13.3169,0.14987,1.66152,2701.59,10.4209,951666,176597,271919,3201.25,0.900778,0.00931497,0.0099353,4926.75,33.6675,3.10748,0.0308871,3.12824e+06,634179,0.122135,0.00122706,0.0157352,742.692,7.05519,90.4725,15.4387,0.174119,1.93036,2841.88,10.5469,116.927,0.913832,0.00944994,0.0100793,4912.26,41.5047,44.2687,8.18793,0.0818947,1.05018,0.448414,0.480923,
HFO-32,32519.5,730.946,5.04464e+06,586625,1601.08,108.675,18484.2,1576.09,16898.8,1443.16,39518.9,3368.37,11.6883,5.17802,135019,15079.1,5.28879e+06,608640,20.4374,1.73384,1,0,4442.84,733.399,5.0444e+06,586625,1116.63,108.721,18481.2,1576.1,16896.5,1443.16,39516.9,3368.4,11.7231,5.17797,135019,15079.1,5.25997e+06,608643,0.150301,0.00352619,901.484,19.7955,18.9493,0.442202,3029.27,23.1675,1.09745e+06,163513,259749,8775.05,0.327147,0.00323313,0.0419145,1823.8,15.7008,13.7314,0.121666,1.71059,2731.07,8.2266,1.09745e+06,163513,259749,8775.05,0.915492,0.00908164,0.00973709,4947.88,18.8242,3.06452,0.0297031,3.75094e+06,656806,0.122118,0.00121336,0.0157301,742.6,6.96973,90.356,15.4385,0.136571,1.92014,2842.38,8.27675,116.369,0.928876,0.0092144,0.00987944,4959.71,20.1555,21.6102,8.1893,0.0799736,1.03678,0.639417,0.408443,
HFO-33,32985.5,719.63,5.19787e+06,575001,1622.7,107.437,19137.8,1571.67,17257.8,1396.46,41162.7,3309.13,0,0,138083,14635.5,5.44822e+06,596378,20.4367,1.73377,1,0,5006.76,691.001,5.19759e+06,575001,1138.89,107.377,19134.7,1571.67,17255.5,1396.46,41159.5,3309.17,-0.0853391,0.00537916,138082,14635.5,5.41956e+06,596369,0.151389,0.00363369,907.508,20.3328,18.8651,0.462211,3024.19,23.939,-647037,113147,122621,6298.76,0.328634,0.00300666,0.0420871,1834.84,15.4234,13.6302,0.135079,1.69906,2725.03,9.86903,-647037,113147,122621,6298.76,0.904301,0.00871233,0.00937762,4951.4,17.0526,3.04662,0.0295019,-2.29761e+06,460855,0.122211,0.00111369,0.0155893,743.986,6.58953,92.2401,15.4448,0.152409,1.91704,2843.76,9.90123,124.54,0.917522,0.0088397,0.00951472,4954.13,19.1927,20.6583,8.18093,0.0788319,1.10349,0.456379,0.491002,
HFO-34,32945.1,686.274,5.11446e+06,572816,1602.69,104.569,18859.8,1608.34,17048.3,1447.6,40540.9,3516.69,6.53595,3.9835,139264,15017.9,5.36482e+06,594892,20.4367,1.73377,1,0,5509.13,680.13,5.11419e+06,572815,1125.79,104.378,18856.7,1608.34,17046,1447.6,40536.5,3516.7,6.40192,3.9823,139263,15017.9,5.33661e+06,594883,0.146852,0.00315433,882.353,17.7429,18.3304,0.414665,2998.12,22.0473,-253378,19414.1,128490,3680.07,0.32083,0.00330395,0.0411156,1793,16.1729,13.3337,0.157366,1.66429,2702.65,10.9812,-253378,19414.1,128490,3680.07,0.906342,0.00832705,0.00902382,4944.75,23.0654,3.13008,0.0333189,-837490,80306,0.122073,0.00123063,0.0153145,742.336,7.07812,88.083,15.4332,0.180129,1.90503,2841.44,10.9544,115.853,0.919593,0.0084488,0.00915575,4946.94,27.5162,29.8186,8.19109,0.0849589,1.05726,0.341309,0.618611,
HFO-35,33579.5,667.592,5.19847e+06,577055,1667.86,101.651,19431.6,1645.34,17402.3,1451.73,41046,3482.77,7.79221,4.32009,142141,15411.5,5.45407e+06,599538,20.4367,1.73377,1,0,5357.92,662.048,5.19826e+06,577055,1144.01,101.399,19428.5,1645.33,17400,1451.73,41041,3482.78,7.78065,4.32013,142141,15411.5,5.42512e+06,599531,0.149494,0.00353154,896.958,19.7881,18.5169,0.464774,3005.77,24.4297,-3.77373e+06,566524,121477,6983.11,0.325297,0.00278689,0.0416466,1815,13.5673,13.3906,0.143474,1.67008,2706.98,9.91988,-3.77373e+06,566524,121477,6983.11,0.898162,0.0093783,0.00999123,4961.73,13.6911,3.08292,0.0267447,-1.2858e+07,2.23223e+06,0.122135,0.00105422,0.0157541,742.73,6.05887,90.5425,15.4395,0.165873,1.93082,2842.1,10.0438,116.913,0.911292,0.00951539,0.0101373,4954.93,17.3985,18.5356,8.18807,0.0717678,1.07248,0.360395,0.432927,
HFO-64,33592.2,634.073,5.71397e+06,620712,1749.17,108.969,21364.1,1497.96,19312.6,1373.28,45554.6,3247.5,0,0,150148,15831.9,5.9857e+06,643004,20.4367,1.73377,1,0,6104.49,629.133,5.71368e+06,620712,1239.37,108.768,21361.2,1497.96,19310.4,1373.28,45547.8,3247.51,0.0116187,0.000208128,150147,15832,5.95739e+06,642997,0.162034,0.00534548,965.44,29.7041,20.1355,0.661968,3078.06,32.6502,3.58953e+06,354679,304785,1468.13,0.349374,0.00468467,0.0448741,1930.12,22.3148,14.4403,0.19489,1.8049,2777.58,13.0543,3.58953e+06,354679,304785,1468.13,0.902468,0.00801682,0.00873246,4958.68,15.6003,2.88189,0.0381999,1.20031e+07,1.64489e+06,0.122139,0.00164175,0.0157262,742.598,9.41885,90.2224,15.442,0.209409,1.93936,2841.35,13.1719,121.986,0.915543,0.00813297,0.00885898,4962.11,18.489,20.1395,8.18775,0.10796,1.03414,0.325575,0.772897,
HFO-65,64849.2,1030.12,6.38745e+06,591276,1989.38,99.0722,25108.7,1620.92,22583.6,1440.11,53462.5,3455.67,0,0,169216,15523.4,6.72489e+06,613051,20.5569,1.72821,1,0,37625.1,1030.21,6.38711e+06,591277,1493.51,98.7836,25105.8,1620.92,22581.4,1440.11,53455.4,3455.67,-0.0034727,6.38324e-05,169214,15523.4,6.69681e+06,613052,0.160771,0.0038191,959.722,21.2846,19.9935,0.502102,3079.35,25.2812,-1.53554e+07,1.42143e+06,121427,8224.12,0.349453,0.00305812,0.0447436,1931.35,14.6027,14.4476,0.159395,1.80231,2777.47,10.5706,-1.53554e+07,1.42143e+06,121427,8224.12,0.902534,0.00810777,0.00881613,4956.26,13.9003,2.86656,0.0243298,-4.69209e+07,5.46216e+06,0.122106,0.00107102,0.0156702,742.562,6.15167,90.0056,15.4299,0.170716,1.93032,2840.04,10.6514,120.437,0.915603,0.00822516,0.00894377,4966.55,14.5654,15.838,8.1882,0.0696472,1.01901,0.327794,0.604696,
HFO-66,44029.2,939.244,6.35912e+06,668659,1923.36,105.419,24595.4,1660.14,22415.1,1507.44,52599.4,3567.72,0,0,169430,17416.2,6.67416e+06,692090,20.4367,1.73377,1,0,16732.5,938.387,6.35876e+06,668659,1439.73,105.235,24592.4,1660.14,22412.9,1507.44,52593,3567.7,0.00280756,0.000125447,169429,17416.2,6.64599e+06,692090,0.163678,0.0051349,974.754,28.5409,20.5605,0.643789,3099.68,31.641,1.93919e+07,2.75968e+06,325156,8107.61,0.352889,0.00438295,0.0452905,1947.08,20.8423,14.7887,0.192007,1.84764,2798.87,12.2887,1.93919e+07,2.75968e+06,325156,8107.61,0.913367,0.00918931,0.00983469,4943.43,16.5131,2.84678,0.0358745,6.2379e+07,1.08079e+07,0.122137,0.00150054,0.0155056,742.628,8.61167,88.9873,15.4408,0.195712,1.8833,2840.09,12.014,115.608,0.926586,0.00932231,0.00997703,4947.63,13.7796,14.7474,8.18728,0.10244,1.05855,0.419184,0.664255,
HFO-67,34962.5,604.777,6.51e+06,680281,1925,109.277,24658.5,1628.84,22297.3,1477.82,52673,3541.08,0,0,174901,17865.3,6.82151e+06,704931,20.4367,1.73377,1,0,8181.52,589.517,6.50971e+06,680281,1441.45,109.458,24655.6,1628.84,22295.2,1477.82,52668,3541.07,-0.183496,0.0133098,174900,17865.3,6.794e+06,704938,0.159834,0.00534184,953.223,29.7,19.9388,0.679277,3067.1,33.8442,-381970,66978.1,128925,3710.05,0.34385,0.00439848,0.0441429,1903.84,21.048,14.282,0.201503,1.78607,2766.75,13.7791,-381970,66978.1,128925,3710.05,0.905976,0.00867719,0.00934737,4952.2,23.3856,2.92221,0.0379453,-1.36158e+06,283531,0.122093,0.00151756,0.0152301,742.372,8.7082,87.3952,15.4321,0.21207,1.87973,2840.56,13.4898,119.57,0.918887,0.00880084,0.00948057,4946.9,30.5786,32.9403,8.18768,0.104191,1.04566,0.228963,0.747588,
HFO-68,33470.6,644.628,6.09951e+06,697224,1857.29,101.473,23111.6,1700.76,21010.4,1531.64,49540,3643.77,0,0,164052,18417.5,6.39257e+06,722844,20.4367,1.73377,1,0,6531.41,646.553,6.09921e+06,697224,1364.04,101.658,23108.8,1700.76,21008.2,1531.64,49535.7,3643.74,-0.641483,0.00444833,164051,18417.5,6.36483e+06,722846,0.163125,0.00596178,970.873,32.9449,20.4704,0.750338,3089.49,36.1312,-72506,6902.6,128609,5370.79,0.35079,0.00573745,0.0451755,1936.15,27.16,14.5935,0.222428,1.82698,2788.68,15.2821,-72506,6902.6,128609,5370.79,0.910624,0.00757868,0.00834508,4963.75,14.3171,2.87888,0.0450908,-239591,31898.3,0.122176,0.00197091,0.0155186,742.697,11.2813,88.8264,15.4503,0.232677,1.91116,2843.04,15.1565,124.492,0.923592,0.00768659,0.00846391,4973.85,15.3777,16.9328,8.18503,0.126562,0.996524,0.270955,0.850198,
HFO-69,32950.2,664.075,5.6969e+06,653131,1754.33,112.624,21767.1,1675.89,19589.9,1517.12,46742,3698.3,7.79221,4.32009,154452,17490.3,5.97425e+06,677888,20.4367,1.73377,1,0,6021.48,662.064,5.69662e+06,653130,1254.78,112.693,21764.3,1675.89,19587.8,1517.12,46738.7,3698.28,7.34747,4.31913,154450,17490.3,5.94653e+06,677884,0.163793,0.00570452,974.835,31.6339,20.3272,0.726444,3083.84,35.2733,-89657.1,6564.16,125215,6819.87,0.352464,0.00505826,0.0453069,1944.62,24.0878,14.5619,0.221224,1.82292,2783.14,14.3362,-89657.1,6564.16,125215,6819.87,0.901439,0.00874892,0.00940758,4961.72,15.069,2.85979,0.0411036,-283059,29195.4,0.122125,0.00175183,0.0156912,742.479,10.059,90.0989,15.4379,0.236723,1.95064,2838.64,14.5255,119.693,0.914268,0.00887341,0.00954145,4966.64,19.4591,20.9241,8.18752,0.117153,1.04934,0.259137,0.782624,
HFO-57,31185.2,554.818,5.07457e+06,556403,1557.85,94.4591,18208,1554.33,16359,1396.66,39015.7,3329.85,0,0,134752,14448.7,5.31575e+06,577419,20.4367,1.73377,1,0,4234.2,549.899,5.07432e+06,556405,1066.53,94.9912,18206.1,1554.33,16357,1396.66,39012.7,3329.84,-0.12768,0.00493994,134752,14448.7,5.288e+06,577415,0.146297,0.00306958,879.28,17.2669,18.1094,0.394012,2987.1,21.2402,-264128,18243.4,119236,6805.92,0.319161,0.00307026,0.0408849,1784.96,15.0267,13.1832,0.157359,1.64568,2691.87,11.0649,-264128,18243.4,119236,6805.92,0.8995,0.00938337,0.00999776,4941.97,19.0849,3.14462,0.0308872,-883132,76887.4,0.122154,0.0012358,0.0164565,742.797,7.10539,94.6184,15.4438,0.191144,1.999,2841.87,11.6249,121.574,0.91205,0.0095143,0.0101373,4941.76,21.1425,22.5268,8.18954,0.0842741,1.12223,0.255571,0.5907,
HFO-58,104594,2316.72,5.93584e+06,563956,1836.6,116.417,22537.7,1754.63,20296.9,1575.84,48345.6,3733.47,10.9677,5.03619,154575,14723.2,6.29141e+06,588212,20.4367,1.73377,1,0,77789,2318.32,5.93553e+06,563956,1329.7,116.446,22535.6,1754.63,20294.8,1575.84,48342.9,3733.47,10.9832,5.03622,154575,14723.2,6.26375e+06,588214,0.152835,0.00242399,916.282,13.6031,19.0101,0.325218,3037.06,16.77,2.58171e+06,240820,283085,8165.99,0.335774,0.00550496,0.0432434,1864.19,26.6118,13.9025,0.23464,1.74337,2738.19,16.1069,2.58171e+06,240820,283085,8165.99,0.903508,0.00837374,0.00906276,4955.71,15.6616,3.00343,0.0491498,7.71429e+06,790698,0.122136,0.00213776,0.0167929,742.394,12.2899,96.5418,15.4409,0.275988,2.05059,2837.26,17.2319,128.033,0.916103,0.00849045,0.00918907,4950.09,30.1574,32.6388,8.20038,0.143722,1.12899,0.295468,0.84154,
