,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,PbTotal_mean,PbTotal_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,PbTotal_CPS_mean,PbTotal_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
GQ5_5
HFO - 56,841.762,422.372,544.804,49.8459,5.20917,2.46282,6.25063,2.91486,12.5,9.64806,2.08333,4.16667,10.8333,5.70658,568.764,49.9885,1992.21,427.798,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 57,800.052,277.822,466.676,43.286,8.33458,2.80742,5.20917,2.46282,16.6667,12.3961,2.08333,4.16667,19.1667,8.98843,496.886,46.4756,1815.07,278.022,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-28,312.507,86.6317,540.637,45.5148,4.16708,2.53045,3.47271,2.2102,4.16667,5.82953,0,0,0.416667,0.833333,552.443,47.9299,1417.81,126.201,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-29,354.173,72.681,565.639,51.5868,6.94542,3.41435,2.43104,1.71639,25.0002,19.2965,4.16667,8.33333,23.75,12.067,600.015,59.4938,1582.12,133.858,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NIST 610 - 17,245.837,53.5817,568.764,47.6064,4.51458,2.378,6.25063,2.91486,12.5,11.3378,0,0,4.58333,6.76239,592.029,49.5566,1434.48,117.74,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-47,316.673,70.2934,620.848,55.3737,3.82,2.67066,2.43104,1.71639,10.4167,8.91167,2.08333,4.16667,0.416667,0.833333,637.516,57.0906,1594.2,128.787,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-48,1921.18,734.269,536.47,47.0552,5.90333,3.21452,2.77833,1.81238,10.4167,8.91167,0,0,0.833333,1.16591,555.569,47.104,3033.15,711.398,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-49,1596.13,710.856,568.763,49.8801,5.20917,2.46282,2.08333,2.13433,6.25,7.06166,2.08333,4.16667,2.08333,1.78233,582.306,51.1264,2764.9,709.326,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-50,1025.15,540.157,519.802,37.9849,4.16688,3.05905,4.16729,2.32783,6.25,7.06166,0,0,2.08333,2.14363,534.386,36.9695,2096.01,550.437,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-51,3688.89,1506,533.345,44.3983,2.43104,1.71639,1.73625,1.7864,8.33333,8.06299,0,0,0,0,545.845,43.1436,4780.58,1495.77,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-52,2392.36,1307.62,514.905,51.3405,2.83745,1.84742,2.48277,1.75012,6.38298,9.43208,0,0,0,0,526.608,52.7665,3445.58,1332.46,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-53,2900.29,2317.34,515.968,41.7164,3.90149,2.08131,2.83723,2.10716,6.38298,7.20842,0,0,1.2766,1.88642,529.09,42.9248,3959.74,2308.34,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-54,3722.02,2460.44,542.566,52.0622,3.5466,2.25269,2.83745,1.84742,4.25532,5.95216,0,0,0.425532,0.851064,553.205,50.3646,4828.86,2480.97,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-55,4728.41,4105.72,518.761,46.1885,4.51479,2.16113,3.82,2.27204,6.25,9.23732,4.16667,5.82953,0.833333,1.16591,533.346,47.579,5800.1,4098.38,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-56,757.647,674.098,488.307,45.5444,3.90128,2.31496,8.51128,10.0302,8.51064,8.22844,2.12766,4.25532,42.9819,85.0985,509.23,47.4012,1821.22,683.522,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-57,1596.17,776.681,541.678,47.2053,3.12542,2.1418,2.08375,1.60833,8.33333,8.06299,0,0,0.416667,0.833333,555.221,45.6258,2707.02,782.001,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-58,654.2,216.288,538.553,42.4488,4.51479,2.16113,3.12542,2.1418,12.5,9.64806,2.08333,4.16667,0,0,558.694,44.2534,1773.67,237.405,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-59,1834.5,930.708,519.161,49.7522,4.61064,2.81392,3.90128,2.31496,8.51064,8.22844,2.12766,4.25532,0.425532,0.851064,536.183,52.0279,2909.42,938.849,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-60,1896.32,944.986,516.677,43.3884,4.51458,2.378,2.77833,1.81238,4.16667,5.82953,0,0,2.08333,2.14363,528.137,43.4355,2954.68,962.198,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-61,1596.29,953.029,536.47,49.8014,4.1675,2.1058,4.1675,2.1058,12.5,9.64806,0,0,1.25,1.41233,557.305,51.189,2712.15,966.324,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-62,1116.76,369.423,521.886,41.6761,2.77833,1.81238,3.82,2.27204,6.25,7.06166,0,0,0.833333,1.16591,534.735,43.2045,2187.07,366.654,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-63,1237.66,520.018,537.512,46.4637,5.20938,2.25413,4.51417,2.7611,4.16667,5.82953,0,0,0.416667,0.833333,551.402,46.8261,2340.88,540.056,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-64,1179.31,473.978,527.095,61.0196,5.20917,2.46282,4.51438,2.57668,18.75,12.8497,0,0,0.416667,0.833333,555.569,63.3771,2290.86,481.762,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-65,1178.88,533.959,493.627,55.1378,3.90149,2.08131,3.5466,2.25269,12.766,11.5689,0,0,0.425532,0.851064,513.841,56.0141,2206.99,521.222,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-66,1150.14,482.187,510.427,42.3147,3.12542,2.1418,3.12542,2.1418,12.5,9.64806,0,0,0.416667,0.833333,529.178,44.4145,2208.91,475.2,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 52,250.004,69.9563,553.138,51.6082,1.73646,1.48558,2.43104,1.71639,8.33333,8.06299,2.08333,4.16667,2.08333,1.78233,565.638,51.5294,1385.45,115.749,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 53,762.54,221.448,541.679,56.4434,6.25063,2.91486,5.55646,2.498,10.4167,8.91167,0,0,12.5,5.13989,563.903,57.9702,1902.85,256.973,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 54,1000.1,414.296,554.267,51.0619,5.67426,2.91676,3.90149,2.08131,19.1489,11.6029,0,0,15.7447,9.49696,582.992,49.581,2181.83,405.798,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-30,404.264,83.8412,528.735,46.6019,5.67468,2.54027,5.67447,2.735,8.51064,8.22844,0,0,4.25532,3.20411,548.594,46.3712,1505.71,103.466,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-31,341.674,82.4805,570.847,46.0164,13.1948,5.43227,3.12563,1.89814,12.5,9.64806,6.25,7.06166,29.5833,12.0277,599.668,47.9042,1576.84,127.856,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NIST 610 - 16,238.301,65.1074,593.631,43.2961,4.61085,2.19887,3.19191,2.18364,6.38298,7.20842,0,0,1.2766,1.44168,607.817,41.8879,1455.21,112.081,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-67,287.505,60.6205,540.637,41.543,5.55646,2.498,9.72292,8.52809,4.16667,5.82953,0,0,6.25,4.15246,560.083,42.7218,1413.92,98.614,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-68,1679.61,918.959,540.637,42.7009,2.43083,1.9825,4.16708,2.53045,8.33333,8.06299,0,0,2.08333,2.14363,555.568,43.0733,2792.83,940.29,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-69,2196.48,1092.22,559.388,52.9858,2.43104,1.71639,3.4725,2.42267,0,0,0,0,1.66667,2.00472,565.291,52.6962,3328.73,1094.27,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-70,775.068,339.591,523.969,49.2869,5.90375,2.52864,3.81979,2.47922,6.25,7.06166,2.08333,4.16667,0.833333,1.16591,539.943,49.7626,1857.87,352.354,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-71,1379.11,899.051,537.246,42.0876,3.1917,2.40737,2.48277,1.75012,6.38298,7.20842,0,0,0.851064,1.19043,549.303,41.6178,2478.57,919.641,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-72,846.886,363.66,528.735,44.676,4.61021,2.81365,4.25617,2.14345,6.38298,7.20842,2.12766,4.25532,0,0,543.985,45.8088,1936.98,380.354,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-73,1621.6,1297.37,515.636,41.2753,5.20875,2.83449,4.1675,2.1058,6.25,7.06166,0,0,2.08333,1.78233,531.262,42.0815,2686.21,1307.94,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-74,666.706,244.498,529.178,49.0925,3.12521,2.36043,4.16708,2.53045,0,0,0,0,0.416667,0.833333,536.471,49.3943,1740.06,275.636,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-75,1000.14,505.275,526.053,48.7441,3.4725,2.42267,3.4725,2.42267,6.25,7.06166,0,0,2.5,2.26756,539.248,49.2625,2081.13,513.121,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-1,387.511,121.701,547.929,42.2102,3.12542,2.1418,3.81979,2.47922,6.25,7.06166,2.08333,4.16667,0.416667,0.833333,561.124,43.2102,1512.26,143.751,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-2,1153.36,546.28,520.224,43.3003,3.90106,2.52709,4.25596,2.37099,4.25532,5.95216,0,0,0,0,532.636,42.4253,2218.63,564.546,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-3,1779.8,1137.7,516.678,45.968,7.2925,3.27779,3.47271,2.2102,6.25,7.06166,0,0,0.416667,0.833333,533.693,47.7905,2847.6,1127.66,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-4,1494.26,1200.87,524.479,55.2433,3.19191,2.18364,5.67426,3.69426,4.25532,5.95216,0,0,0.851064,1.19043,537.601,56.1716,2570.32,1201.52,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-5,1425.28,712.646,582.306,40.1134,2.77833,1.81238,5.90354,2.71633,8.33333,8.06299,2.08333,4.16667,0.833333,1.16591,599.321,42.0853,2626.83,696.636,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-6,1655.92,1133.23,508.522,48.5058,2.83723,2.10716,2.12809,1.64042,4.25532,5.95216,0,0,0,0,517.742,49.4453,2691.41,1129.49,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-7,1529.59,919.919,519.803,40.7984,2.77833,1.81238,2.77833,1.81238,14.5833,10.2963,2.08333,4.16667,0.833333,1.16591,539.943,42.5371,2612.39,895.481,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-8,1471.13,747.332,554.18,46.3046,2.08375,1.60833,5.90333,2.89187,12.5,11.3378,0,0,0.833333,1.16591,574.667,45.9895,2621.3,745.938,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-9,1447.23,942.574,512.776,43.2795,4.96532,2.46598,1.77319,1.82326,4.25532,5.95216,0,0,0.425532,0.851064,523.77,44.7798,2495.2,953.555,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-10,1092.06,934.488,575.013,52.763,3.12542,2.1418,2.08375,1.60833,6.25,7.06166,0,0,0.416667,0.833333,586.472,54.5408,2265.42,955.105,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-11,1800.42,887.145,505.33,53.3141,3.5466,2.25269,4.25574,2.57852,8.51064,8.22844,0,0,0.425532,0.851064,521.643,53.0027,2844.14,918.481,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
GQ6_2_mrt-12,1608.62,694.133,556.263,47.7923,4.86188,2.4229,2.77833,1.81238,10.4167,8.91167,0,0,1.25,1.41233,574.32,50.7641,2758.51,679.48,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
