tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
GQ.24a	GQ.24a_LP-DIR-T	GQ.24a		Mgt	253.1	81.4	2	6	100	12.0	5.6	853	773	K		hargrave 2024-05-09 14:06:03	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.24a		GQ.24a																	This study			7e-06		Goodrich Quartzite	GQ
GQ.24a	GQ.24a_LP-DIR-T	GQ.24a		Hmt	230.5	81.1	2	10	0	0.0	3.6	961	913	K		hargrave 2024-05-09 14:06:03	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.25a		GQ.25a																	This study			1.8e-05		Goodrich Quartzite	GQ
GQ.25a	GQ.25a_LP-DIR-T	GQ.25a		Hmt	87.4	42.0	2	20	0	0.0	6.5	963	873	K		hargrave 2024-05-09 14:07:30	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.25a	GQ.25a_LP-DIR-T	GQ.25a		Mgt	103.2	36.2	2	10	0	4.3	7.0	853	773	K		hargrave 2024-05-09 14:07:30	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.25a	GQ.25a_LP-DIR-T	GQ.25a		Hmt	85.4	18.3	2	20	100	0.0	6.5	963	873	K		hargrave 2024-05-09 14:07:30	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.25a	GQ.25a_LP-DIR-T	GQ.25a		Mgt	98.8	14.0	2	10	100	4.3	7.0	853	773	K		hargrave 2024-05-09 14:07:30	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.26a	GQ.26a_LP-DIR-T	GQ.26a		Hmt	279.0	19.5	2	19	0	0.0	4.4	963	888	K		hargrave 2024-05-09 14:08:58	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.26a	GQ.26a_LP-DIR-T	GQ.26a		Mgt	215.4	22.2	2	9	0	8.8	14.5	853	798	K		hargrave 2024-05-09 14:08:58	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
